,Visitor,Visitor_PTS,Home,Home_PTS,VisitorWin,Visitor_W_PCT,Visitor_E_OFF_RATING,Visitor_E_DEF_RATING,Visitor_E_NET_RATING,Visitor_E_PACE,Visitor_E_AST_RATIO,Visitor_E_OREB_PCT,Visitor_E_DREB_PCT,Visitor_E_REB_PCT,Visitor_E_TM_TOV_PCT,Home_E_OFF_RATING,Home_E_DEF_RATING,Home_E_NET_RATING,Home_E_PACE,Home_E_AST_RATIO,Home_E_OREB_PCT,Home_E_DREB_PCT,Home_E_REB_PCT,Home_E_TM_TOV_PCT,Visitor_TS%,Visitor_3P%,Home_TS%,Home_3P%
388,Miami Heat,105,New York Knicks,111,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,113.40%,34.80%,113.50%,35.10%
389,Miami Heat,103,New York Knicks,112,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,113.40%,34.80%,113.50%,35.10%
390,Oklahoma City Thunder,145,New York Knicks,135,1.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,113.00%,34.70%,113.50%,35.10%
391,Chicago Bulls,118,New York Knicks,117,1.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,116.30%,36.50%,113.50%,35.10%
392,Charlotte Hornets,131,New York Knicks,134,0.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,109.20%,32.70%,113.50%,35.10%
393,Charlotte Hornets,112,New York Knicks,105,1.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,109.20%,32.70%,113.50%,35.10%
394,Utah Jazz,120,New York Knicks,126,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,115.80%,36.40%,113.50%,35.10%
395,Cleveland Cavaliers,81,New York Knicks,92,0.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,116.60%,36.70%,113.50%,35.10%
396,Cleveland Cavaliers,79,New York Knicks,99,0.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,116.60%,36.70%,113.50%,35.10%
397,Cleveland Cavaliers,93,New York Knicks,102,1.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,116.60%,36.70%,113.50%,35.10%
398,Los Angeles Clippers,134,New York Knicks,128,1.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,116.40%,36.50%,113.50%,35.10%
399,Dallas Mavericks,121,New York Knicks,100,1.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,118.80%,37.60%,113.50%,35.10%
400,Brooklyn Nets,106,New York Knicks,124,0.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,118.10%,37.40%,113.50%,35.10%
401,Brooklyn Nets,118,New York Knicks,142,0.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,118.10%,37.40%,113.50%,35.10%
402,Toronto Raptors,113,New York Knicks,106,1.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,110.00%,33.50%,113.50%,35.10%
403,Boston Celtics,133,New York Knicks,118,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,118.90%,37.80%,113.50%,35.10%
404,Boston Celtics,94,New York Knicks,109,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,118.90%,37.80%,113.50%,35.10%
405,Portland Trail Blazers,132,New York Knicks,129,1.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,116.80%,36.90%,113.50%,35.10%
406,Milwaukee Bucks,109,New York Knicks,103,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,115.80%,36.30%,113.50%,35.10%
407,Philadelphia 76ers,116,New Orleans Pelicans,127,0.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,119.20%,37.90%,115.40%,35.90%
408,Memphis Grizzlies,102,New Orleans Pelicans,113,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,112.20%,34.60%,115.40%,35.90%
409,Memphis Grizzlies,131,New Orleans Pelicans,138,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,112.20%,34.60%,115.40%,35.90%
410,Atlanta Hawks,107,New Orleans Pelicans,116,0.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,114.50%,35.30%,115.40%,35.90%
411,Detroit Pistons,98,New Orleans Pelicans,104,1.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,,,115.40%,35.90%
412,Houston Rockets,106,New Orleans Pelicans,119,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,109.80%,33.00%,115.40%,35.90%
413,Sacramento Kings,104,New Orleans Pelicans,136,0.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,119.30%,38.40%,115.40%,35.90%
414,Sacramento Kings,121,New Orleans Pelicans,103,1.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,119.30%,38.40%,115.40%,35.90%
415,Indiana Pacers,93,New Orleans Pelicans,113,1.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,115.30%,35.60%,115.40%,35.90%
416,Minnesota Timberwolves,118,New Orleans Pelicans,119,0.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,117.10%,37.10%,115.40%,35.90%
417,Denver Nuggets,106,New Orleans Pelicans,121,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,119.00%,37.90%,115.40%,35.90%
418,Golden State Warriors,105,New Orleans Pelicans,114,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,117.90%,37.30%,115.40%,35.90%
419,Golden State Warriors,83,New Orleans Pelicans,128,1.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,117.90%,37.30%,115.40%,35.90%
420,Orlando Magic,101,New Orleans Pelicans,93,0.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,113.50%,35.10%,115.40%,35.90%
421,New York Knicks,105,New Orleans Pelicans,113,0.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,113.50%,35.10%,115.40%,35.90%
422,Oklahoma City Thunder,101,New Orleans Pelicans,105,0.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,113.00%,34.70%,115.40%,35.90%
423,Oklahoma City Thunder,110,New Orleans Pelicans,96,0.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,113.00%,34.70%,115.40%,35.90%
424,Oklahoma City Thunder,123,New Orleans Pelicans,118,1.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,113.00%,34.70%,115.40%,35.90%
425,Chicago Bulls,110,New Orleans Pelicans,124,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,116.30%,36.50%,115.40%,35.90%
426,Charlotte Hornets,96,New Orleans Pelicans,115,1.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,109.20%,32.70%,115.40%,35.90%
427,Los Angeles Lakers,126,New Orleans Pelicans,131,0.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,114.90%,35.50%,115.40%,35.90%
428,Los Angeles Lakers,123,New Orleans Pelicans,108,1.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,114.90%,35.50%,115.40%,35.90%
429,Utah Jazz,122,New Orleans Pelicans,121,1.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,115.80%,36.40%,115.40%,35.90%
430,Cleveland Cavaliers,118,New Orleans Pelicans,107,1.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,116.60%,36.70%,115.40%,35.90%
431,Los Angeles Clippers,114,New Orleans Pelicans,122,0.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,116.40%,36.50%,115.40%,35.90%
432,Dallas Mavericks,111,New Orleans Pelicans,113,0.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,118.80%,37.60%,115.40%,35.90%
433,Dallas Mavericks,106,New Orleans Pelicans,113,0.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,118.80%,37.60%,115.40%,35.90%
434,San Antonio Spurs,117,New Orleans Pelicans,126,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,110.10%,34.40%,115.40%,35.90%
435,San Antonio Spurs,84,New Orleans Pelicans,119,1.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,110.10%,34.40%,115.40%,35.90%
436,Toronto Raptors,108,New Orleans Pelicans,126,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,110.00%,33.50%,115.40%,35.90%
437,Boston Celtics,117,New Orleans Pelicans,109,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,118.90%,37.80%,115.40%,35.90%
438,Portland Trail Blazers,106,New Orleans Pelicans,95,0.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,116.80%,36.90%,115.40%,35.90%
439,Portland Trail Blazers,110,New Orleans Pelicans,127,0.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,116.80%,36.90%,115.40%,35.90%
440,Phoenix Suns,117,New Orleans Pelicans,128,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,113.60%,35.20%,115.40%,35.90%
441,Phoenix Suns,124,New Orleans Pelicans,129,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,113.60%,35.20%,115.40%,35.90%
442,Milwaukee Bucks,128,New Orleans Pelicans,119,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,115.80%,36.30%,115.40%,35.90%
443,Philadelphia 76ers,115,Oklahoma City Thunder,96,0.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,119.20%,37.90%,113.00%,34.70%
444,Memphis Grizzlies,109,Oklahoma City Thunder,115,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,112.20%,34.60%,113.00%,34.70%
445,Memphis Grizzlies,100,Oklahoma City Thunder,115,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,112.20%,34.60%,113.00%,34.70%
446,Detroit Pistons,106,Oklahoma City Thunder,107,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,,,113.00%,34.70%
447,Houston Rockets,121,Oklahoma City Thunder,153,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,109.80%,33.00%,113.00%,34.70%
448,Houston Rockets,96,Oklahoma City Thunder,133,1.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,109.80%,33.00%,113.00%,34.70%
449,Sacramento Kings,124,Oklahoma City Thunder,115,1.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,119.30%,38.40%,113.00%,34.70%
450,Sacramento Kings,123,Oklahoma City Thunder,117,1.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,119.30%,38.40%,113.00%,34.70%
451,Minnesota Timberwolves,116,Oklahoma City Thunder,106,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,117.10%,37.10%,113.00%,34.70%
452,Minnesota Timberwolves,112,Oklahoma City Thunder,110,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,117.10%,37.10%,113.00%,34.70%
453,Denver Nuggets,122,Oklahoma City Thunder,110,1.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,119.00%,37.90%,113.00%,34.70%
454,Denver Nuggets,131,Oklahoma City Thunder,126,1.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,119.00%,37.90%,113.00%,34.70%
455,New Orleans Pelicans,128,Oklahoma City Thunder,125,1.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,115.40%,35.90%,113.00%,34.70%
456,New Orleans Pelicans,103,Oklahoma City Thunder,100,1.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,115.40%,35.90%,113.00%,34.70%
457,Golden State Warriors,128,Oklahoma City Thunder,137,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,117.90%,37.30%,113.00%,34.70%
458,Orlando Magic,108,Oklahoma City Thunder,116,0.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,113.50%,35.10%,113.00%,34.70%
459,New York Knicks,129,Oklahoma City Thunder,119,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,113.50%,35.10%,113.00%,34.70%
460,Miami Heat,110,Oklahoma City Thunder,108,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,113.40%,34.80%,113.00%,34.70%
461,Chicago Bulls,119,Oklahoma City Thunder,123,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,116.30%,36.50%,113.00%,34.70%
462,Charlotte Hornets,137,Oklahoma City Thunder,134,1.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,109.20%,32.70%,113.00%,34.70%
463,Los Angeles Lakers,123,Oklahoma City Thunder,117,1.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,114.90%,35.50%,113.00%,34.70%
464,Utah Jazz,103,Oklahoma City Thunder,130,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,115.80%,36.40%,113.00%,34.70%
465,Utah Jazz,119,Oklahoma City Thunder,129,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,115.80%,36.40%,113.00%,34.70%
466,Los Angeles Clippers,110,Oklahoma City Thunder,118,0.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,116.40%,36.50%,113.00%,34.70%
467,Los Angeles Clippers,94,Oklahoma City Thunder,108,1.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,116.40%,36.50%,113.00%,34.70%
468,San Antonio Spurs,111,Oklahoma City Thunder,119,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,110.10%,34.40%,113.00%,34.70%
469,San Antonio Spurs,114,Oklahoma City Thunder,130,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,110.10%,34.40%,113.00%,34.70%
470,Brooklyn Nets,107,Oklahoma City Thunder,121,0.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,118.10%,37.40%,113.00%,34.70%
471,Toronto Raptors,113,Oklahoma City Thunder,132,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,110.00%,33.50%,113.00%,34.70%
472,Portland Trail Blazers,121,Oklahoma City Thunder,123,0.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,116.80%,36.90%,113.00%,34.70%
473,Portland Trail Blazers,98,Oklahoma City Thunder,101,1.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,116.80%,36.90%,113.00%,34.70%
474,Phoenix Suns,120,Oklahoma City Thunder,124,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,113.60%,35.20%,113.00%,34.70%
475,Phoenix Suns,128,Oklahoma City Thunder,118,1.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,113.60%,35.20%,113.00%,34.70%
476,Milwaukee Bucks,136,Oklahoma City Thunder,132,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,115.80%,36.30%,113.00%,34.70%
477,Philadelphia 76ers,137,San Antonio Spurs,125,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,119.20%,37.90%,110.10%,34.40%
478,Memphis Grizzlies,124,San Antonio Spurs,122,1.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,112.20%,34.60%,110.10%,34.40%
479,Memphis Grizzlies,126,San Antonio Spurs,120,1.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,112.20%,34.60%,110.10%,34.40%
480,Atlanta Hawks,118,San Antonio Spurs,126,0.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,114.50%,35.30%,110.10%,34.40%
481,Houston Rockets,109,San Antonio Spurs,118,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,109.80%,33.00%,110.10%,34.40%
482,Houston Rockets,122,San Antonio Spurs,110,1.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,109.80%,33.00%,110.10%,34.40%
483,Sacramento Kings,119,San Antonio Spurs,109,1.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,119.30%,38.40%,110.10%,34.40%
484,Indiana Pacers,99,San Antonio Spurs,110,1.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,115.30%,35.60%,110.10%,34.40%
485,Minnesota Timberwolves,98,San Antonio Spurs,107,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,117.10%,37.10%,110.10%,34.40%
486,Minnesota Timberwolves,151,San Antonio Spurs,131,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,117.10%,37.10%,110.10%,34.40%
487,Denver Nuggets,115,San Antonio Spurs,109,1.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,119.00%,37.90%,110.10%,34.40%
488,Denver Nuggets,120,San Antonio Spurs,128,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,119.00%,37.90%,110.10%,34.40%
489,New Orleans Pelicans,129,San Antonio Spurs,110,1.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,115.40%,35.90%,110.10%,34.40%
490,New Orleans Pelicans,117,San Antonio Spurs,99,0.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,115.40%,35.90%,110.10%,34.40%
491,Orlando Magic,114,San Antonio Spurs,132,0.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,113.50%,35.10%,110.10%,34.40%
492,New York Knicks,115,San Antonio Spurs,122,0.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,113.50%,35.10%,110.10%,34.40%
493,Miami Heat,111,San Antonio Spurs,101,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,113.40%,34.80%,110.10%,34.40%
494,Oklahoma City Thunder,102,San Antonio Spurs,90,0.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,113.00%,34.70%,110.10%,34.40%
495,Chicago Bulls,124,San Antonio Spurs,129,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,116.30%,36.50%,110.10%,34.40%
